시군구,동반자유형,만족도,재방문의도,타인추천의도,성별,연령대,평점,법정동코드
전라남도 무안군,비가족,4,4,3,여,30대,4.433333333333334,46840
전라남도 곡성군,가족,4,4,4,남,50대,4.933333333333334,46720
전라남도 여수시,가족,4,4,4,남,20대,4.933333333333334,46130
제주특별자치도 제주시,가족,4,3,4,남,40대,4.533333333333333,50110
대구광역시 동구,비가족,4,4,4,여,60대,4.933333333333334,27140
전라남도 여수시,가족,3,3,3,여,40대,3.7,46130
전라남도 여수시,가족,4,4,4,여,60대,4.933333333333334,46130
전라남도 장성군,가족,4,4,4,여,50대,4.933333333333334,46880
전라남도 신안군,가족,4,4,4,여,40대,4.933333333333334,46910
전라북도 정읍시,가족,4,4,4,여,30대,4.933333333333334,45180
전라북도 순창군,비가족,4,4,4,남,60대,4.933333333333334,45770
전라남도 보성군,비가족,4,4,4,남,15~19세,4.933333333333334,46780
전라남도 목포시,가족,4,3,3,여,50대,4.033333333333333,46110
제주특별자치도 제주시,가족,4,4,3,남,30대,4.433333333333334,50110
전라남도 무안군,가족,4,4,4,여,60대,4.933333333333334,46840
전라남도 구례군,가족,4,4,4,여,60대,4.933333333333334,46730
전라남도 광양시,비가족,4,4,4,남,60대,4.933333333333334,46230
전라남도 순천시,비가족,4,4,4,여,20대,4.933333333333334,46150
전라남도 나주시,가족,4,4,4,여,70세 이상,4.933333333333334,46170
전라북도 남원시,비가족,4,4,3,여,50대,4.433333333333334,45190
전라남도 무안군,비가족,4,4,4,남,50대,4.933333333333334,46840
전라남도 장성군,비가족,5,5,5,여,40대,6.166666666666667,46880
전라북도 부안군,가족,5,5,5,여,60대,6.166666666666667,45800
전라남도 목포시,가족,5,5,5,남,70세 이상,6.166666666666667,46110
전라남도 구례군,가족,4,4,4,여,50대,4.933333333333334,46730
전라북도 진안군,가족,5,5,5,남,30대,6.166666666666667,45720
경상남도 함양군,가족,5,5,5,남,60대,6.166666666666667,48870
경상남도 하동군,가족,5,5,4,남,40대,5.666666666666667,48850
전라북도 정읍시,가족,5,5,4,남,70세 이상,5.666666666666667,45180
전라남도 구례군,가족,5,5,5,여,70세 이상,6.166666666666667,46730
경상남도 산청군,가족,5,5,5,여,70세 이상,6.166666666666667,48860
전라북도 부안군,가족,5,5,4,여,50대,5.666666666666667,45800
전라북도 부안군,가족,5,5,4,남,15~19세,5.666666666666667,45800
광주광역시 북구,비가족,5,5,4,남,20대,5.666666666666667,29170
전라남도 장성군,가족,4,5,4,남,50대,5.333333333333333,46880
전라남도 담양군,가족,5,5,5,여,60대,6.166666666666667,46710
전라남도 장성군,가족,5,5,4,여,40대,5.666666666666667,46880
전라남도 여수시,가족,5,5,4,여,50대,5.666666666666667,46130
전라북도 순창군,가족,4,4,4,남,60대,4.933333333333334,45770
경상남도 하동군,가족,5,5,4,여,60대,5.666666666666667,48850
전라북도 부안군,가족,5,5,4,남,40대,5.666666666666667,45800
전라남도 광양시,가족,5,5,4,여,30대,5.666666666666667,46230
경상남도 하동군,가족,5,5,4,남,50대,5.666666666666667,48850
전라남도 보성군,가족,5,5,5,여,40대,6.166666666666667,46780
전라남도 장흥군,가족,5,5,4,남,60대,5.666666666666667,46800
전라남도 구례군,비가족,5,5,4,남,20대,5.666666666666667,46730
광주광역시 동구,가족,5,5,4,여,50대,5.666666666666667,29110
전라남도 여수시,가족,5,5,4,남,50대,5.666666666666667,46130
전라남도 담양군,가족,5,5,4,여,70세 이상,5.666666666666667,46710
전라남도 여수시,가족,5,5,5,남,50대,6.166666666666667,46130
전라남도 담양군,가족,5,5,5,여,50대,6.166666666666667,46710
전라남도 구례군,가족,4,4,4,여,40대,4.933333333333334,46730
전라남도 구례군,가족,5,4,4,여,70세 이상,5.266666666666667,46730
경상남도 하동군,가족,5,5,5,남,40대,6.166666666666667,48850
충청남도 보령시,가족,5,5,5,여,40대,6.166666666666667,44180
전라남도 영광군,비가족,5,5,5,남,30대,6.166666666666667,46870
전라남도 함평군,가족,4,4,4,여,70세 이상,4.933333333333334,46860
전라남도 여수시,가족,5,5,5,여,40대,6.166666666666667,46130
경상남도 하동군,비가족,5,5,4,남,20대,5.666666666666667,48850
전라남도 구례군,가족,4,5,5,여,60대,5.833333333333333,46730
전라남도 구례군,가족,5,5,5,남,70세 이상,6.166666666666667,46730
전라북도 부안군,가족,5,5,4,남,60대,5.666666666666667,45800
전라북도 부안군,가족,5,5,4,여,20대,5.666666666666667,45800
전라북도 부안군,가족,4,5,4,여,30대,5.333333333333333,45800
전라남도 보성군,가족,4,4,5,남,60대,5.433333333333334,46780
전라남도 여수시,가족,5,5,4,남,40대,5.666666666666667,46130
전라북도 고창군,가족,4,4,5,남,50대,5.433333333333334,45790
전라남도 보성군,가족,4,5,4,남,70세 이상,5.333333333333333,46780
전라남도 구례군,비가족,5,5,4,여,70세 이상,5.666666666666667,46730
경상남도 하동군,가족,4,4,4,여,60대,4.933333333333334,48850
전라남도 장성군,가족,4,4,4,여,70세 이상,4.933333333333334,46880
전라남도 구례군,가족,4,4,4,남,60대,4.933333333333334,46730
전라남도 장성군,비가족,4,4,4,여,20대,4.933333333333334,46880
전라남도 담양군,가족,4,4,5,남,70세 이상,5.433333333333334,46710
경상남도 남해군,가족,4,4,4,남,50대,4.933333333333334,48840
광주광역시 동구,비가족,4,4,4,남,60대,4.933333333333334,29110
전라남도 구례군,가족,4,4,4,여,50대,4.933333333333334,46730
광주광역시 서구,가족,4,4,4,여,40대,4.933333333333334,29140
전라남도 순천시,비가족,4,4,4,남,20대,4.933333333333334,46150
전라남도 담양군,비가족,4,5,4,남,50대,5.333333333333333,46710
부산광역시 중구,비가족,4,4,4,남,20대,4.933333333333334,26110
전라남도 담양군,비가족,4,4,4,남,60대,4.933333333333334,46710
강원특별자치도 속초시,가족,5,5,5,남,50대,6.166666666666667,42210
경상남도 남해군,가족,5,5,5,남,60대,6.166666666666667,48840
전라북도 부안군,가족,5,5,5,여,70세 이상,6.166666666666667,45800
전라북도 전주시,비가족,5,5,5,여,20대,6.166666666666667,45110
경상남도 하동군,가족,5,5,5,남,40대,6.166666666666667,48850
전라북도 무주군,가족,4,4,4,여,30대,4.933333333333334,45730
전라남도 보성군,비가족,5,5,5,남,50대,6.166666666666667,46780
전라남도 여수시,비가족,5,4,4,여,20대,5.266666666666667,46130
전라북도 정읍시,가족,5,5,5,여,60대,6.166666666666667,45180
충청남도 보령시,가족,5,4,4,남,70세 이상,5.266666666666667,44180
전라북도 전주시,가족,5,5,5,여,40대,6.166666666666667,45110
전라남도 보성군,가족,5,5,5,남,20대,6.166666666666667,46780
전라남도 순천시,가족,5,5,5,여,70세 이상,6.166666666666667,46150
전라북도 순창군,가족,5,5,5,남,50대,6.166666666666667,45770
전라남도 곡성군,가족,5,4,4,남,60대,5.266666666666667,46720
전라남도 곡성군,비가족,5,5,4,남,20대,5.666666666666667,46720
전라남도 담양군,비가족,5,4,4,여,30대,5.266666666666667,46710
부산광역시 사하구,비가족,5,5,4,남,50대,5.666666666666667,26380
전라남도 여수시,가족,5,5,5,여,15~19세,6.166666666666667,46130
제주특별자치도 제주시,비가족,5,5,5,남,20대,6.166666666666667,50110
전라남도 강진군,가족,5,4,4,여,50대,5.266666666666667,46810
전라남도 순천시,가족,4,4,4,여,60대,4.933333333333334,46150
전라남도 담양군,가족,5,5,5,남,70세 이상,6.166666666666667,46710
전라남도 담양군,가족,5,5,4,남,60대,5.666666666666667,46710
전라북도 순창군,가족,5,5,5,남,40대,6.166666666666667,45770
전라남도 담양군,가족,5,5,4,남,30대,5.666666666666667,46710
전라남도 곡성군,가족,5,4,4,여,40대,5.266666666666667,46720
전라남도 곡성군,가족,5,5,4,여,50대,5.666666666666667,46720
전라북도 부안군,가족,5,5,4,여,60대,5.666666666666667,45800
전라남도 목포시,가족,5,4,5,남,50대,5.766666666666667,46110
전라남도 광양시,가족,5,5,4,여,60대,5.666666666666667,46230
전라남도 여수시,가족,5,5,5,남,50대,6.166666666666667,46130
전라남도 보성군,가족,5,5,4,남,60대,5.666666666666667,46780
전라북도 부안군,비가족,5,5,5,여,20대,6.166666666666667,45800
경상남도 남해군,가족,5,5,4,남,40대,5.666666666666667,48840
전라남도 여수시,가족,5,5,4,남,60대,5.666666666666667,46130
전라북도 부안군,가족,5,5,4,남,70세 이상,5.666666666666667,45800
전라남도 화순군,가족,5,4,4,여,40대,5.266666666666667,46790
전라남도 여수시,비가족,4,4,4,여,20대,4.933333333333334,46130
전라남도 순천시,비가족,4,4,4,여,60대,4.933333333333334,46150
경상남도 하동군,가족,4,4,4,남,15~19세,4.933333333333334,48850
경상남도 남해군,가족,4,5,4,남,60대,5.333333333333333,48840
전라북도 부안군,가족,5,5,4,여,60대,5.666666666666667,45800
전라남도 목포시,가족,4,4,4,남,60대,4.933333333333334,46110
경상북도 경주시,가족,5,5,4,남,50대,5.666666666666667,47130
전라남도 순천시,가족,4,4,3,여,50대,4.433333333333334,46150
전라남도 여수시,비가족,4,4,4,여,20대,4.933333333333334,46130
전라남도 신안군,가족,4,4,3,남,40대,4.433333333333334,46910
전라남도 담양군,가족,5,4,4,여,60대,5.266666666666667,46710
충청남도 보령시,가족,5,5,5,남,40대,6.166666666666667,44180
경상남도 하동군,가족,5,5,5,여,70세 이상,6.166666666666667,48850
강원특별자치도 정선군,가족,5,5,4,여,30대,5.666666666666667,42770
경기도 가평군,가족,5,5,5,여,60대,6.166666666666667,41820
경상남도 하동군,가족,5,5,5,남,50대,6.166666666666667,48850
광주광역시 북구,가족,5,5,4,여,60대,5.666666666666667,29170
전라남도 여수시,가족,4,4,4,남,20대,4.933333333333334,46130
전라남도 곡성군,비가족,4,5,4,남,70세 이상,5.333333333333333,46720
전라남도 여수시,가족,4,4,4,여,70세 이상,4.933333333333334,46130
전라남도 순천시,가족,4,4,4,여,30대,4.933333333333334,46150
전라북도 부안군,가족,5,5,4,남,60대,5.666666666666667,45800
경상남도 통영시,가족,5,4,5,여,50대,5.766666666666667,48220
서울특별시 중구,가족,4,4,4,여,50대,4.933333333333334,11140
전라남도 순천시,비가족,5,5,5,남,50대,6.166666666666667,46150
전라남도 광양시,가족,4,4,4,남,40대,4.933333333333334,46230
경기도 부천시,가족,4,4,3,여,70세 이상,4.433333333333334,41190
부산광역시 해운대구,비가족,5,4,4,여,30대,5.266666666666667,26350
전라남도 곡성군,비가족,4,4,3,여,40대,4.433333333333334,46720
전라남도 보성군,가족,4,4,3,여,70세 이상,4.433333333333334,46780
전라북도 고창군,가족,4,4,4,여,50대,4.933333333333334,45790
전라남도 영암군,가족,4,4,4,남,60대,4.933333333333334,46830
전라남도 나주시,가족,4,4,3,남,50대,4.433333333333334,46170
전라남도 고흥군,가족,4,4,3,여,70세 이상,4.433333333333334,46770
전라남도 곡성군,가족,4,4,4,남,20대,4.933333333333334,46720
전라남도 목포시,가족,4,4,4,여,60대,4.933333333333334,46110
전라남도 순천시,가족,4,4,4,여,60대,4.933333333333334,46150
전라남도 구례군,비가족,4,4,4,남,30대,4.933333333333334,46730
전라남도 담양군,비가족,4,4,4,여,20대,4.933333333333334,46710
전라북도 고창군,가족,4,4,4,여,60대,4.933333333333334,45790
전라남도 광양시,가족,4,4,4,여,60대,4.933333333333334,46230
전라남도 여수시,가족,4,4,4,여,15~19세,4.933333333333334,46130
전라남도 신안군,가족,4,4,4,남,40대,4.933333333333334,46910
전라남도 구례군,가족,4,4,4,남,50대,4.933333333333334,46730
전라남도 여수시,가족,4,4,4,여,50대,4.933333333333334,46130
전라남도 순천시,가족,4,4,4,여,60대,4.933333333333334,46150
전라남도 구례군,가족,4,4,4,여,40대,4.933333333333334,46730
전라남도 순천시,비가족,4,4,3,여,70세 이상,4.433333333333334,46150
전라남도 장흥군,비가족,4,3,4,남,30대,4.533333333333333,46800
전라남도 담양군,비가족,3,3,3,남,50대,3.7,46710
전라북도 순창군,가족,5,5,4,남,50대,5.666666666666667,45770
광주광역시 북구,가족,5,5,4,남,20대,5.666666666666667,29170
전라남도 화순군,가족,4,4,5,여,50대,5.433333333333334,46790
전라남도 장흥군,가족,5,5,4,여,40대,5.666666666666667,46800
전라남도 장흥군,가족,4,5,4,남,50대,5.333333333333333,46800
전라남도 보성군,가족,4,4,4,여,50대,4.933333333333334,46780
전라남도 구례군,가족,4,4,4,남,40대,4.933333333333334,46730
전라남도 순천시,비가족,4,4,4,남,20대,4.933333333333334,46150
전라남도 곡성군,비가족,4,5,4,남,30대,5.333333333333333,46720
전라남도 구례군,가족,4,4,5,남,40대,5.433333333333334,46730
전라남도 보성군,가족,4,4,5,남,50대,5.433333333333334,46780
전라북도 부안군,비가족,4,5,4,여,20대,5.333333333333333,45800
전라남도 순천시,가족,4,4,4,남,15~19세,4.933333333333334,46150
전라남도 담양군,가족,4,5,4,여,40대,5.333333333333333,46710
전라북도 부안군,가족,4,3,3,여,50대,4.033333333333333,45800
경기도 부천시,가족,4,4,4,남,60대,4.933333333333334,41190
전라북도 정읍시,가족,5,5,4,여,50대,5.666666666666667,45180
경상남도 남해군,가족,5,5,4,남,60대,5.666666666666667,48840
전라북도 정읍시,가족,5,5,5,남,70세 이상,6.166666666666667,45180
전라북도 무주군,가족,5,5,5,남,70세 이상,6.166666666666667,45730
경상남도 사천시,비가족,5,5,5,남,50대,6.166666666666667,48240
전라남도 순천시,가족,4,4,4,여,50대,4.933333333333334,46150
전라남도 여수시,비가족,4,4,4,남,20대,4.933333333333334,46130
광주광역시 동구,가족,4,4,4,남,60대,4.933333333333334,29110
전라남도 보성군,가족,4,4,4,여,60대,4.933333333333334,46780
전라남도 순천시,가족,4,4,4,남,70세 이상,4.933333333333334,46150
전라남도 여수시,가족,4,4,4,여,20대,4.933333333333334,46130
전라남도 순천시,가족,4,4,4,남,50대,4.933333333333334,46150
경상남도 하동군,비가족,5,5,4,남,40대,5.666666666666667,48850
전라북도 부안군,가족,5,5,5,여,70세 이상,6.166666666666667,45800
충청남도 보령시,가족,4,5,4,여,30대,5.333333333333333,44180
경상남도 통영시,가족,4,5,4,남,60대,5.333333333333333,48220
전라북도 전주시,가족,4,4,5,남,40대,5.433333333333334,45110
전라남도 여수시,비가족,4,4,5,여,70세 이상,5.433333333333334,46130
전라북도 부안군,비가족,5,5,4,남,20대,5.666666666666667,45800
전라남도 여수시,가족,4,5,4,남,50대,5.333333333333333,46130
전라남도 장흥군,가족,4,4,5,남,60대,5.433333333333334,46800
제주특별자치도 서귀포시,비가족,4,4,4,여,40대,4.933333333333334,50130
전라남도 고흥군,비가족,4,4,4,남,70세 이상,4.933333333333334,46770
전라남도 광양시,가족,4,4,4,남,20대,4.933333333333334,46230
전라남도 순천시,비가족,5,5,5,남,60대,6.166666666666667,46150
전라남도 광양시,가족,4,4,4,여,70세 이상,4.933333333333334,46230
전라남도 여수시,비가족,4,4,4,여,40대,4.933333333333334,46130
제주특별자치도 제주시,가족,4,4,2,남,30대,3.9333333333333336,50110
전라북도 무주군,비가족,5,5,4,남,30대,5.666666666666667,45730
전라남도 곡성군,가족,5,4,4,남,60대,5.266666666666667,46720
전라남도 해남군,가족,5,5,4,여,60대,5.666666666666667,46820
전라북도 부안군,가족,5,4,5,여,50대,5.766666666666667,45800
전라남도 진도군,가족,5,5,4,여,40대,5.666666666666667,46900
제주특별자치도 제주시,비가족,5,4,4,여,20대,5.266666666666667,50110
전라남도 순천시,가족,4,4,4,남,60대,4.933333333333334,46150
전라남도 장성군,비가족,4,4,4,여,50대,4.933333333333334,46880
전라북도 전주시,비가족,4,4,4,남,50대,4.933333333333334,45110
전라남도 구례군,가족,4,4,3,여,50대,4.433333333333334,46730
전라남도 신안군,가족,4,4,3,남,30대,4.433333333333334,46910
전라남도 구례군,가족,4,4,4,남,60대,4.933333333333334,46730
전라남도 고흥군,가족,4,3,4,여,70세 이상,4.533333333333333,46770
전라남도 나주시,비가족,4,4,4,여,20대,4.933333333333334,46170
전라남도 강진군,비가족,4,4,4,남,50대,4.933333333333334,46810
전라남도 곡성군,가족,4,4,3,남,70세 이상,4.433333333333334,46720
전라북도 부안군,비가족,4,4,3,여,70세 이상,4.433333333333334,45800
전라남도 순천시,가족,4,4,4,남,15~19세,4.933333333333334,46150
전라남도 여수시,가족,4,4,4,여,20대,4.933333333333334,46130
전라남도 신안군,비가족,4,4,3,남,60대,4.433333333333334,46910
전라남도 순천시,비가족,4,4,4,남,40대,4.933333333333334,46150
전라남도 광양시,비가족,4,4,4,여,50대,4.933333333333334,46230
전라남도 목포시,가족,4,4,4,여,60대,4.933333333333334,46110
부산광역시 수영구,비가족,4,4,4,남,70세 이상,4.933333333333334,26500
전라남도 완도군,가족,4,4,4,남,60대,4.933333333333334,46890
대전광역시 서구,비가족,4,4,4,남,40대,4.933333333333334,30170
전라남도 고흥군,비가족,4,4,3,남,20대,4.433333333333334,46770
전라남도 구례군,가족,4,4,4,여,30대,4.933333333333334,46730
전라남도 순천시,가족,4,4,4,남,60대,4.933333333333334,46150
전라남도 구례군,가족,4,4,3,남,40대,4.433333333333334,46730
전라남도 광양시,비가족,4,4,4,남,50대,4.933333333333334,46230
전라남도 광양시,가족,4,4,4,남,20대,4.933333333333334,46230
전라남도 구례군,가족,5,5,4,남,60대,5.666666666666667,46730
전라남도 장흥군,가족,5,5,4,남,30대,5.666666666666667,46800
전라남도 고흥군,가족,5,5,4,남,70세 이상,5.666666666666667,46770
전라남도 순천시,가족,5,5,4,여,60대,5.666666666666667,46150
전라남도 광양시,가족,5,5,4,여,70세 이상,5.666666666666667,46230
전라남도 장흥군,가족,4,4,3,여,70세 이상,4.433333333333334,46800
광주광역시 북구,가족,5,4,4,남,40대,5.266666666666667,29170
전라남도 보성군,가족,4,4,4,여,50대,4.933333333333334,46780
전라남도 곡성군,비가족,4,4,4,여,40대,4.933333333333334,46720
전라남도 함평군,가족,5,5,5,남,40대,6.166666666666667,46860
전라남도 장흥군,가족,5,5,4,남,50대,5.666666666666667,46800
전라남도 보성군,가족,5,4,5,남,60대,5.766666666666667,46780
경상남도 하동군,가족,5,5,4,여,40대,5.666666666666667,48850
강원특별자치도 정선군,가족,5,5,5,여,30대,6.166666666666667,42770
전라남도 장흥군,비가족,4,4,4,남,30대,4.933333333333334,46800
전라남도 담양군,가족,4,4,3,여,40대,4.433333333333334,46710
광주광역시 동구,비가족,4,4,4,남,60대,4.933333333333334,29110
전라남도 보성군,비가족,4,4,3,여,20대,4.433333333333334,46780
전라남도 곡성군,가족,4,4,4,여,60대,4.933333333333334,46720
전라남도 강진군,가족,4,4,3,여,30대,4.433333333333334,46810
전라남도 보성군,비가족,4,4,4,여,70세 이상,4.933333333333334,46780
전라남도 보성군,가족,4,4,4,여,50대,4.933333333333334,46780
전라남도 구례군,가족,4,4,4,남,60대,4.933333333333334,46730
전라남도 구례군,가족,4,4,4,남,50대,4.933333333333334,46730
전라남도 순천시,비가족,4,4,4,남,40대,4.933333333333334,46150
광주광역시 북구,가족,4,4,3,남,70세 이상,4.433333333333334,29170
전라남도 담양군,비가족,4,4,3,여,20대,4.433333333333334,46710
전라남도 보성군,가족,4,4,4,남,15~19세,4.933333333333334,46780
전라남도 강진군,비가족,4,4,4,남,30대,4.933333333333334,46810
전라남도 함평군,가족,4,4,4,남,50대,4.933333333333334,46860
전라남도 영암군,비가족,4,4,4,여,40대,4.933333333333334,46830
전라남도 보성군,가족,5,5,5,남,40대,6.166666666666667,46780
전라남도 담양군,비가족,5,5,5,남,30대,6.166666666666667,46710
전라북도 남원시,가족,5,5,5,남,70세 이상,6.166666666666667,45190
전라남도 여수시,가족,5,5,5,여,40대,6.166666666666667,46130
전라남도 순천시,가족,5,5,5,여,60대,6.166666666666667,46150
전라북도 고창군,가족,4,4,4,여,40대,4.933333333333334,45790
전라북도 군산시,가족,4,4,4,여,60대,4.933333333333334,45130
전라남도 여수시,가족,4,4,4,여,30대,4.933333333333334,46130
전라남도 순천시,가족,4,4,4,남,40대,4.933333333333334,46150
전라남도 보성군,비가족,5,4,4,남,30대,5.266666666666667,46780
전라남도 강진군,가족,5,5,4,남,50대,5.666666666666667,46810
광주광역시 동구,비가족,5,5,4,여,20대,5.666666666666667,29110
광주광역시 서구,가족,5,5,4,여,40대,5.666666666666667,29140
전라북도 정읍시,가족,5,5,5,여,50대,6.166666666666667,45180
전라북도 고창군,가족,5,5,4,남,40대,5.666666666666667,45790
강원특별자치도 속초시,가족,5,5,4,남,60대,5.666666666666667,42210
경기도 가평군,가족,5,5,5,여,30대,6.166666666666667,41820
전라북도 무주군,가족,5,5,5,남,70세 이상,6.166666666666667,45730
전라북도 정읍시,비가족,5,5,4,여,20대,5.666666666666667,45180
전라남도 보성군,가족,4,4,4,여,50대,4.933333333333334,46780
전라남도 고흥군,가족,4,4,4,남,20대,4.933333333333334,46770
전라남도 고흥군,가족,4,4,4,여,70세 이상,4.933333333333334,46770
전라남도 영광군,가족,4,4,4,여,30대,4.933333333333334,46870
전라남도 고흥군,가족,4,4,4,여,70세 이상,4.933333333333334,46770
전라남도 해남군,가족,5,5,5,여,40대,6.166666666666667,46820
전라남도 여수시,가족,4,4,4,여,40대,4.933333333333334,46130
전라북도 순창군,가족,5,5,5,여,60대,6.166666666666667,45770
전라남도 장흥군,비가족,5,5,5,남,20대,6.166666666666667,46800
전라남도 강진군,가족,5,5,5,남,50대,6.166666666666667,46810
전라남도 강진군,가족,5,5,4,남,60대,5.666666666666667,46810
전라남도 강진군,가족,4,5,4,남,70세 이상,5.333333333333333,46810
전라남도 여수시,가족,5,4,5,남,60대,5.766666666666667,46130
전라남도 고흥군,가족,5,5,4,여,40대,5.666666666666667,46770
전라남도 목포시,가족,4,4,4,남,50대,4.933333333333334,46110
전라남도 보성군,비가족,4,5,4,남,30대,5.333333333333333,46780
광주광역시 동구,비가족,5,5,5,남,30대,6.166666666666667,29110
전라남도 보성군,가족,4,5,5,남,50대,5.833333333333333,46780
전라남도 목포시,가족,5,5,4,여,50대,5.666666666666667,46110
경상남도 하동군,가족,4,4,4,남,70세 이상,4.933333333333334,48850
충청남도 보령시,가족,4,4,4,여,40대,4.933333333333334,44180
전라남도 해남군,가족,4,4,4,남,30대,4.933333333333334,46820
전라남도 순천시,가족,4,4,4,여,70세 이상,4.933333333333334,46150
전라남도 완도군,가족,4,4,4,남,50대,4.933333333333334,46890
전라북도 정읍시,가족,5,5,5,여,40대,6.166666666666667,45180
전라북도 정읍시,가족,5,5,4,남,30대,5.666666666666667,45180
전라북도 군산시,가족,5,5,4,여,70세 이상,5.666666666666667,45130
전라북도 정읍시,가족,5,5,4,남,70세 이상,5.666666666666667,45180
경상남도 하동군,가족,5,5,5,여,50대,6.166666666666667,48850
전라북도 정읍시,가족,5,5,5,남,50대,6.166666666666667,45180
전라남도 담양군,가족,5,5,5,여,60대,6.166666666666667,46710
전라남도 보성군,가족,5,5,5,남,50대,6.166666666666667,46780
전라남도 곡성군,가족,5,5,4,여,40대,5.666666666666667,46720
전라남도 목포시,가족,5,5,5,여,50대,6.166666666666667,46110
전라남도 해남군,비가족,4,4,4,여,20대,4.933333333333334,46820
전라남도 곡성군,가족,5,4,5,남,40대,5.766666666666667,46720
전라남도 강진군,가족,5,5,5,여,70세 이상,6.166666666666667,46810
전라남도 목포시,가족,5,5,5,여,50대,6.166666666666667,46110
전라남도 나주시,가족,5,5,4,남,60대,5.666666666666667,46170
전라남도 구례군,가족,4,3,4,남,40대,4.533333333333333,46730
전라남도 나주시,가족,4,4,3,여,50대,4.433333333333334,46170
전라남도 담양군,비가족,4,4,4,남,50대,4.933333333333334,46710
전라남도 보성군,비가족,4,4,3,여,30대,4.433333333333334,46780
전라남도 해남군,가족,4,4,3,남,60대,4.433333333333334,46820
전라남도 곡성군,가족,4,4,3,남,20대,4.433333333333334,46720
전라남도 무안군,비가족,4,4,4,남,50대,4.933333333333334,46840
전라남도 강진군,가족,4,4,4,여,60대,4.933333333333334,46810
전라남도 순천시,가족,4,4,4,남,60대,4.933333333333334,46150
전라남도 보성군,비가족,4,4,4,여,70세 이상,4.933333333333334,46780
전라북도 임실군,가족,4,4,3,남,40대,4.433333333333334,45750
전라남도 강진군,비가족,4,4,4,여,70세 이상,4.933333333333334,46810
전라남도 목포시,비가족,4,4,4,여,20대,4.933333333333334,46110
전라북도 남원시,비가족,4,4,4,여,30대,4.933333333333334,45190
전라남도 보성군,비가족,4,4,3,여,50대,4.433333333333334,46780
전라남도 보성군,비가족,4,4,4,남,40대,4.933333333333334,46780
전라남도 강진군,가족,4,4,4,여,70세 이상,4.933333333333334,46810
전라남도 강진군,가족,4,4,4,여,20대,4.933333333333334,46810
전라남도 보성군,비가족,4,4,4,남,70세 이상,4.933333333333334,46780
전라남도 장흥군,가족,5,4,4,여,50대,5.266666666666667,46800
전라남도 완도군,가족,4,4,4,남,60대,4.933333333333334,46890
전라남도 강진군,가족,5,4,4,남,30대,5.266666666666667,46810
광주광역시 동구,가족,4,4,4,여,70세 이상,4.933333333333334,29110
전라남도 여수시,비가족,4,4,4,여,20대,4.933333333333334,46130
전라남도 여수시,가족,4,4,4,남,40대,4.933333333333334,46130
전라남도 목포시,가족,4,4,4,남,50대,4.933333333333334,46110
전라남도 목포시,비가족,4,3,4,여,20대,4.533333333333333,46110
전라남도 화순군,가족,4,4,3,여,50대,4.433333333333334,46790
제주특별자치도 제주시,가족,4,4,4,여,40대,4.933333333333334,50110
전라북도 정읍시,가족,4,4,4,여,50대,4.933333333333334,45180
전라남도 여수시,가족,4,4,4,남,30대,4.933333333333334,46130
전라남도 목포시,가족,5,4,4,여,60대,5.266666666666667,46110
전라남도 영암군,가족,4,4,4,남,60대,4.933333333333334,46830
광주광역시 광산구,가족,4,4,4,여,60대,4.933333333333334,29200
전라북도 군산시,가족,4,4,4,남,60대,4.933333333333334,45130
강원특별자치도 평창군,가족,4,4,4,여,40대,4.933333333333334,42760
광주광역시 동구,비가족,4,4,4,남,20대,4.933333333333334,29110
전라남도 신안군,가족,4,4,4,남,50대,4.933333333333334,46910
전라남도 순천시,비가족,4,4,4,여,50대,4.933333333333334,46150
전라남도 진도군,비가족,4,4,4,여,60대,4.933333333333334,46900
전라남도 곡성군,비가족,4,4,3,남,20대,4.433333333333334,46720
전라북도 전주시,가족,4,4,4,여,30대,4.933333333333334,45110
전라남도 완도군,가족,4,4,4,남,20대,4.933333333333334,46890
전라남도 완도군,가족,4,4,4,남,40대,4.933333333333334,46890
전라남도 진도군,비가족,3,3,3,남,20대,3.7,46900
전라남도 장흥군,가족,4,4,4,여,40대,4.933333333333334,46800
전라남도 여수시,비가족,3,3,3,여,30대,3.7,46130
전라남도 곡성군,가족,4,4,4,남,60대,4.933333333333334,46720
전라남도 나주시,가족,4,4,3,여,70세 이상,4.433333333333334,46170
전라남도 구례군,가족,4,4,3,남,50대,4.433333333333334,46730
전라남도 담양군,가족,4,4,4,여,60대,4.933333333333334,46710
전라남도 광양시,가족,4,4,3,남,40대,4.433333333333334,46230
전라남도 구례군,가족,4,4,4,여,70세 이상,4.933333333333334,46730
전라남도 곡성군,가족,4,4,4,남,70세 이상,4.933333333333334,46720
전라남도 고흥군,가족,5,4,4,남,40대,5.266666666666667,46770
전라남도 장흥군,가족,5,5,4,여,30대,5.666666666666667,46800
전라남도 목포시,비가족,5,5,4,여,20대,5.666666666666667,46110
전라남도 신안군,가족,5,5,4,여,15~19세,5.666666666666667,46910
전라남도 보성군,가족,5,5,5,여,70세 이상,6.166666666666667,46780
전라남도 장흥군,가족,5,5,5,여,50대,6.166666666666667,46800
전라남도 여수시,가족,5,5,5,여,70세 이상,6.166666666666667,46130
전라남도 담양군,가족,5,5,5,남,40대,6.166666666666667,46710
전라남도 목포시,가족,5,5,5,남,50대,6.166666666666667,46110
전라남도 진도군,가족,4,4,4,여,70세 이상,4.933333333333334,46900
